Sample,Timestamp,x,y,z,millis
0,1632271659285,6.83,6.42,1.22,572810.0
1,1632271659291,6.88,6.41,1.2,572821.0
2,1632271659291,6.9,6.44,1.2,572833.0
3,1632271659296,6.87,6.43,1.18,572845.0
4,1632271659307,6.84,6.37,1.16,572857.0
5,1632271659320,6.78,6.32,1.17,572869.0
6,1632271659332,6.81,6.34,1.14,572880.0
7,1632271659343,6.84,6.35,1.14,572892.0
8,1632271659355,6.83,6.34,1.14,572904.0
9,1632271659366,6.85,6.39,1.16,572916.0
10,1632271659379,6.8,6.47,1.16,572927.0
11,1632271659390,6.74,6.48,1.12,572939.0
12,1632271659403,6.67,6.51,1.05,572951.0
13,1632271659414,6.66,6.53,1.0,572963.0
14,1632271659425,6.71,6.53,0.99,572975.0
15,1632271659437,6.71,6.52,1.02,572986.0
16,1632271659449,6.69,6.48,1.03,572998.0
17,1632271659461,6.64,6.47,1.03,573010.0
18,1632271659473,6.59,6.42,1.05,573022.0
19,1632271659484,6.55,6.41,1.1,573034.0
20,1632271659497,6.53,6.41,1.12,573045.0
21,1632271659509,6.57,6.43,1.12,573057.0
22,1632271659520,6.59,6.37,1.18,573069.0
23,1632271659531,6.63,6.36,1.15,573081.0
24,1632271659546,6.63,6.42,1.15,573093.0
25,1632271659556,6.64,6.47,1.1,573104.0
26,1632271659568,6.64,6.49,1.1,573116.0
27,1632271659580,6.62,6.55,1.08,573128.0
28,1632271659590,6.65,6.53,1.09,573140.0
29,1632271659603,6.65,6.47,1.09,573152.0
30,1632271659614,6.62,6.42,1.09,573163.0
31,1632271659626,6.66,6.43,1.09,573175.0
32,1632271659638,6.63,6.44,1.13,573187.0
33,1632271659650,6.63,6.39,1.15,573199.0
34,1632271659661,6.59,6.39,1.19,573211.0
35,1632271659674,6.69,6.35,1.14,573222.0
36,1632271659685,6.81,6.34,1.13,573234.0
37,1632271659697,6.9,6.35,1.15,573246.0
38,1632271659708,6.97,6.37,1.15,573258.0
39,1632271659721,7.02,6.36,1.16,573270.0
40,1632271659732,7.03,6.32,1.13,573281.0
41,1632271659744,7.05,6.28,1.1,573293.0
42,1632271659756,7.05,6.29,1.06,573305.0
43,1632271659767,7.05,6.29,1.02,573317.0
44,1632271659779,7.06,6.31,1.04,573328.0
45,1632271659792,7.05,6.34,1.05,573340.0
46,1632271659804,7.07,6.32,1.05,573352.0
47,1632271659816,7.09,6.3,1.03,573364.0
48,1632271659827,7.06,6.36,0.98,573376.0
49,1632271659838,7.03,6.41,1.02,573387.0
50,1632271659851,7.01,6.41,1.02,573399.0
51,1632271659863,6.94,6.4,1.06,573411.0
52,1632271659874,6.94,6.36,1.07,573423.0
53,1632271659885,6.86,6.34,1.08,573435.0
54,1632271659897,6.8,6.35,1.08,573446.0
55,1632271659910,6.74,6.39,1.08,573458.0
56,1632271659921,6.67,6.43,1.14,573470.0
57,1632271659933,6.67,6.49,1.14,573482.0
58,1632271659945,6.67,6.49,1.15,573494.0
59,1632271659956,6.69,6.47,1.16,573505.0
60,1632271659968,6.73,6.5,1.19,573517.0
61,1632271659980,6.73,6.57,1.19,573529.0
62,1632271659991,6.77,6.57,1.2,573541.0
63,1632271660004,6.75,6.55,1.19,573553.0
64,1632271660016,6.75,6.5,1.16,573564.0
65,1632271660027,6.74,6.45,1.12,573576.0
66,1632271660040,6.72,6.41,1.14,573588.0
67,1632271660050,6.7,6.39,1.11,573600.0
68,1632271660063,6.67,6.42,1.12,573612.0
69,1632271660074,6.67,6.45,1.12,573623.0
70,1632271660086,6.68,6.41,1.1,573635.0
71,1632271660098,6.67,6.41,1.06,573647.0
72,1632271660108,6.64,6.37,1.04,573659.0
73,1632271660121,6.67,6.33,1.06,573671.0
74,1632271660133,6.69,6.29,1.1,573682.0
75,1632271660145,6.71,6.36,1.12,573694.0
76,1632271660157,6.7,6.37,1.12,573706.0
77,1632271660169,6.66,6.3,1.09,573718.0
78,1632271660181,6.66,6.24,1.09,573729.0
79,1632271660193,6.68,6.24,1.17,573741.0
80,1632271660204,6.71,6.31,1.24,573753.0
81,1632271660217,6.71,6.37,1.28,573765.0
82,1632271660227,6.71,6.38,1.28,573777.0
83,1632271660239,6.75,6.44,1.23,573788.0
84,1632271660251,6.75,6.42,1.21,573800.0
85,1632271660263,6.78,6.35,1.21,573812.0
86,1632271660275,6.78,6.35,1.2,573824.0
87,1632271660286,6.8,6.42,1.18,573836.0
88,1632271660299,6.84,6.41,1.13,573847.0
89,1632271660310,6.82,6.38,1.13,573859.0
90,1632271660322,6.82,6.38,1.08,573871.0
91,1632271660333,6.76,6.35,1.07,573883.0
92,1632271660345,6.76,6.3,1.07,573895.0
93,1632271660357,6.79,6.29,1.03,573906.0
94,1632271660369,6.83,6.31,1.04,573918.0
95,1632271660381,6.89,6.31,1.04,573930.0
96,1632271660392,6.93,6.26,1.02,573942.0
97,1632271660405,6.94,6.29,1.02,573954.0
98,1632271660416,6.99,6.3,1.02,573965.0
99,1632271660428,6.99,6.3,1.06,573977.0
100,1632271660440,6.99,6.31,1.11,573989.0
101,1632271660452,6.95,6.32,1.11,574001.0
102,1632271660463,6.87,6.32,1.12,574013.0
103,1632271660475,6.86,6.36,1.15,574024.0
104,1632271660488,6.85,6.41,1.15,574036.0
105,1632271660499,6.85,6.44,1.15,574048.0
106,1632271660510,6.85,6.41,1.11,574060.0
107,1632271660522,6.77,6.39,1.11,574071.0
108,1632271660534,6.73,6.35,1.11,574083.0
109,1632271660546,6.73,6.35,1.11,574095.0
110,1632271660558,6.72,6.33,1.09,574107.0
111,1632271660569,6.66,6.33,1.11,574119.0
112,1632271660581,6.57,6.31,1.12,574130.0
113,1632271660593,6.58,6.26,1.15,574142.0
114,1632271660606,6.58,6.23,1.16,574154.0
115,1632271660617,6.45,6.25,1.16,574166.0
116,1632271660628,6.45,6.26,1.14,574178.0
117,1632271660641,6.53,6.32,1.13,574189.0
118,1632271660653,6.53,6.36,1.11,574201.0
119,1632271660664,6.58,6.38,1.14,574213.0
120,1632271660676,6.62,6.39,1.13,574225.0
121,1632271660687,6.72,6.38,1.12,574237.0
122,1632271660700,6.72,6.38,1.12,574248.0
123,1632271660711,6.65,6.39,1.14,574260.0
124,1632271660724,6.7,6.35,1.14,574272.0
125,1632271660734,6.73,6.32,1.13,574284.0
126,1632271660747,6.7,6.32,1.13,574296.0
127,1632271660758,6.73,6.33,1.15,574307.0
128,1632271660771,6.8,6.35,1.15,574319.0
129,1632271660782,6.85,6.35,1.16,574331.0
130,1632271660794,6.84,6.4,1.15,574343.0
131,1632271660805,6.84,6.44,1.13,574355.0
132,1632271660817,6.84,6.43,1.1,574366.0
133,1632271660829,6.84,6.43,1.13,574378.0
134,1632271660842,6.81,6.44,1.11,574390.0
135,1632271660851,6.81,6.43,1.08,574402.0
136,1632271660864,6.78,6.38,1.03,574413.0
137,1632271660877,6.75,6.37,0.97,574425.0
138,1632271660888,6.73,6.37,0.97,574437.0
139,1632271660901,6.73,6.33,0.98,574449.0
140,1632271660912,6.73,6.33,1.0,574461.0
141,1632271660923,6.76,6.38,1.03,574472.0
142,1632271660936,6.73,6.4,1.04,574484.0
143,1632271660948,6.76,6.38,1.1,574496.0
144,1632271660960,6.83,6.35,1.14,574508.0
145,1632271660971,6.84,6.42,1.14,574520.0
146,1632271660982,6.84,6.46,1.14,574531.0
147,1632271660994,6.81,6.49,1.12,574543.0
148,1632271661006,6.76,6.57,1.12,574555.0
149,1632271661019,6.67,6.54,1.15,574567.0
150,1632271661030,6.67,6.48,1.18,574579.0
151,1632271661042,6.71,6.49,1.16,574590.0
152,1632271661053,6.67,6.49,1.13,574602.0
153,1632271661065,6.67,6.49,1.15,574614.0
154,1632271661076,6.65,6.48,1.19,574626.0
155,1632271661088,6.69,6.43,1.23,574638.0
156,1632271661101,6.76,6.39,1.25,574649.0
157,1632271661112,6.76,6.39,1.25,574661.0
158,1632271661124,6.76,6.39,1.22,574673.0
159,1632271661135,6.7,6.41,1.19,574685.0
160,1632271661148,6.74,6.43,1.15,574697.0
161,1632271661160,6.72,6.46,1.16,574708.0
162,1632271661171,6.7,6.46,1.18,574720.0
163,1632271661183,6.73,6.46,1.22,574732.0
164,1632271661194,6.73,6.46,1.19,574744.0
165,1632271661207,6.72,6.46,1.17,574755.0
166,1632271661218,6.8,6.46,1.16,574767.0
167,1632271661230,6.85,6.45,1.16,574779.0
168,1632271661243,6.87,6.43,1.14,574791.0
169,1632271661253,6.88,6.42,1.12,574803.0
170,1632271661265,6.9,6.42,1.08,574814.0
171,1632271661278,6.9,6.42,1.04,574826.0
172,1632271661290,6.88,6.38,1.02,574838.0
173,1632271661302,6.87,6.38,0.97,574850.0
174,1632271661313,6.85,6.4,0.97,574862.0
175,1632271661324,6.82,6.37,0.99,574873.0
176,1632271661336,6.83,6.36,1.0,574885.0
177,1632271661348,6.84,6.38,1.05,574897.0
178,1632271661360,6.86,6.35,1.05,574909.0
179,1632271661372,6.8,6.35,1.02,574921.0
180,1632271661383,6.8,6.39,1.01,574932.0
181,1632271661395,6.79,6.43,1.01,574944.0
182,1632271661408,6.87,6.45,1.07,574956.0
183,1632271661419,6.97,6.47,1.08,574968.0
184,1632271661430,7.04,6.47,1.08,574980.0
185,1632271661443,6.97,6.45,1.12,574991.0
186,1632271661454,6.91,6.49,1.13,575003.0
187,1632271661467,6.84,6.56,1.16,575015.0
188,1632271661477,6.83,6.52,1.2,575027.0
189,1632271661489,6.83,6.45,1.2,575038.0
190,1632271661501,6.83,6.5,1.2,575050.0
191,1632271661513,6.72,6.54,1.17,575062.0
192,1632271661526,6.63,6.5,1.11,575074.0
193,1632271661537,6.61,6.55,1.09,575086.0
194,1632271661548,6.62,6.57,1.05,575097.0
195,1632271661560,6.56,6.58,1.03,575109.0
196,1632271661572,6.51,6.58,1.03,575121.0
197,1632271661584,6.51,6.62,1.03,575133.0
198,1632271661595,6.47,6.62,1.04,575145.0
199,1632271661608,6.49,6.57,1.08,575156.0
200,1632271661619,6.49,6.49,1.1,575168.0
201,1632271661631,6.49,6.45,1.1,575180.0
202,1632271661644,6.45,6.42,1.12,575192.0
203,1632271661655,6.45,6.46,1.12,575204.0
204,1632271661666,6.46,6.46,1.11,575215.0
205,1632271661678,6.57,6.4,1.09,575227.0
206,1632271661691,6.7,6.32,1.09,575239.0
207,1632271661703,6.7,6.38,1.12,575251.0
208,1632271661713,6.72,6.45,1.14,575263.0
209,1632271661725,6.73,6.51,1.17,575274.0
210,1632271661738,6.74,6.57,1.2,575286.0
211,1632271661749,6.79,6.58,1.16,575298.0
212,1632271661760,6.76,6.54,1.16,575310.0
213,1632271661772,6.76,6.49,1.17,575322.0
214,1632271661784,6.75,6.5,1.15,575333.0
215,1632271661797,6.75,6.52,1.11,575345.0
216,1632271661809,6.85,6.54,1.11,575357.0
217,1632271661819,6.84,6.52,1.11,575369.0
218,1632271661831,6.84,6.49,1.11,575381.0
219,1632271661843,6.85,6.49,1.12,575392.0
220,1632271661855,6.82,6.45,1.12,575404.0
221,1632271661867,6.85,6.44,1.12,575416.0
222,1632271661879,6.79,6.44,1.14,575428.0
223,1632271661890,6.75,6.48,1.14,575439.0
224,1632271661902,6.75,6.5,1.12,575451.0
225,1632271661914,6.75,6.5,1.06,575463.0
226,1632271661926,6.81,6.53,1.04,575475.0
227,1632271661937,6.81,6.55,1.04,575487.0
228,1632271661949,6.87,6.51,1.02,575498.0
229,1632271661961,6.91,6.51,1.0,575510.0
230,1632271661973,6.89,6.56,0.95,575522.0
231,1632271661986,6.89,6.59,0.91,575534.0
232,1632271661997,6.84,6.56,0.94,575546.0
233,1632271662008,6.79,6.48,1.01,575557.0
234,1632271662021,6.75,6.39,1.03,575569.0
235,1632271662033,6.69,6.34,0.99,575581.0
236,1632271662044,6.7,6.34,0.99,575593.0
237,1632271662055,6.7,6.37,1.0,575605.0
238,1632271662067,6.7,6.45,1.05,575616.0
239,1632271662080,6.7,6.42,1.09,575628.0
240,1632271662091,6.7,6.4,1.15,575640.0
241,1632271662102,6.73,6.44,1.16,575652.0
242,1632271662115,6.75,6.44,1.19,575664.0
243,1632271662126,6.8,6.44,1.19,575675.0
244,1632271662138,6.82,6.46,1.21,575687.0
245,1632271662151,6.82,6.47,1.19,575699.0
246,1632271662161,6.86,6.43,1.19,575711.0
247,1632271662173,6.9,6.37,1.15,575722.0
248,1632271662185,6.88,6.32,1.14,575734.0
249,1632271662197,6.88,6.26,1.08,575746.0
250,1632271662210,6.86,6.26,1.05,575758.0
251,1632271662220,6.8,6.33,1.03,575770.0
252,1632271662233,6.72,6.42,1.03,575781.0
253,1632271662244,6.67,6.46,1.03,575793.0
254,1632271662256,6.69,6.44,1.03,575805.0
255,1632271662268,6.65,6.42,1.06,575817.0
256,1632271662280,6.65,6.42,1.06,575829.0
257,1632271662291,6.65,6.43,1.11,575840.0
258,1632271662304,6.7,6.43,1.11,575852.0
259,1632271662316,6.77,6.39,1.12,575864.0
260,1632271662327,6.78,6.34,1.17,575876.0
261,1632271662338,6.78,6.32,1.19,575888.0
262,1632271662351,6.79,6.32,1.13,575899.0
263,1632271662363,6.79,6.32,1.08,575911.0
264,1632271662375,6.84,6.35,1.03,575923.0
265,1632271662386,6.81,6.35,1.03,575935.0
266,1632271662397,6.81,6.38,0.99,575947.0
267,1632271662409,6.76,6.42,1.02,575958.0
268,1632271662421,6.75,6.44,0.99,575970.0
269,1632271662433,6.81,6.44,0.96,575982.0
270,1632271662446,6.87,6.44,0.96,575994.0
271,1632271662457,6.9,6.43,0.96,576006.0
272,1632271662469,6.92,6.42,0.97,576017.0
273,1632271662481,6.89,6.43,0.98,576029.0
274,1632271662492,6.86,6.43,1.0,576041.0
275,1632271662504,6.86,6.39,1.02,576053.0
276,1632271662516,6.93,6.34,0.99,576065.0
277,1632271662528,6.91,6.34,0.99,576076.0
278,1632271662539,6.84,6.35,1.06,576088.0
279,1632271662551,6.81,6.33,1.13,576100.0
280,1632271662563,6.81,6.38,1.16,576112.0
281,1632271662575,6.77,6.39,1.15,576123.0
282,1632271662586,6.77,6.39,1.11,576135.0
283,1632271662598,6.74,6.43,1.09,576147.0
284,1632271662610,6.66,6.52,1.12,576159.0
285,1632271662622,6.6,6.54,1.17,576171.0
286,1632271662633,6.6,6.53,1.17,576182.0
287,1632271662646,6.66,6.53,1.12,576194.0
288,1632271662657,6.68,6.54,1.12,576206.0
289,1632271662670,6.6,6.53,1.13,576218.0
290,1632271662680,6.61,6.52,1.15,576230.0
291,1632271662693,6.69,6.52,1.16,576241.0
292,1632271662705,6.78,6.53,1.15,576253.0
293,1632271662717,6.89,6.53,1.15,576265.0
294,1632271662729,6.94,6.56,1.09,576277.0
295,1632271662739,6.99,6.58,1.09,576289.0
296,1632271662751,7.02,6.58,1.13,576300.0
297,1632271662763,6.99,6.58,1.13,576312.0
298,1632271662775,7.05,6.57,1.12,576324.0
299,1632271662787,7.05,6.52,1.14,576336.0
300,1632271662798,6.99,6.49,1.11,576348.0
301,1632271662810,6.93,6.52,1.09,576359.0
302,1632271662822,6.92,6.51,1.06,576371.0
303,1632271662834,6.9,6.51,1.1,576383.0
304,1632271662846,6.87,6.52,1.17,576395.0
305,1632271662857,6.84,6.55,1.16,576407.0
306,1632271662869,6.84,6.53,1.09,576418.0
307,1632271662880,6.8,6.53,1.08,576430.0
308,1632271662893,6.8,6.53,1.09,576442.0
309,1632271662905,6.8,6.51,1.12,576454.0
310,1632271662916,6.82,6.43,1.12,576465.0
311,1632271662928,6.8,6.37,1.16,576477.0
312,1632271662940,6.78,6.33,1.12,576489.0
313,1632271662952,6.75,6.31,1.11,576501.0
314,1632271662964,6.71,6.31,1.12,576513.0
315,1632271662976,6.72,6.32,1.16,576524.0
316,1632271662988,6.68,6.34,1.19,576536.0
317,1632271663000,6.65,6.37,1.18,576548.0
318,1632271663011,6.64,6.37,1.15,576560.0
319,1632271663022,6.61,6.4,1.15,576572.0
320,1632271663034,6.59,6.41,1.17,576583.0
321,1632271663047,6.58,6.46,1.21,576595.0
322,1632271663058,6.58,6.5,1.2,576607.0
323,1632271663070,6.59,6.48,1.14,576619.0
324,1632271663081,6.59,6.47,1.13,576631.0
325,1632271663094,6.59,6.49,1.14,576642.0
326,1632271663106,6.62,6.53,1.17,576654.0
327,1632271663117,6.64,6.47,1.17,576666.0
328,1632271663129,6.67,6.45,1.18,576678.0
329,1632271663140,6.72,6.48,1.13,576690.0
330,1632271663153,6.77,6.4,1.15,576701.0
331,1632271663164,6.81,6.39,1.22,576713.0
332,1632271663176,6.82,6.46,1.29,576725.0
333,1632271663189,6.82,6.46,1.29,576737.0
334,1632271663199,6.87,6.44,1.22,576749.0
335,1632271663211,6.89,6.41,1.16,576760.0
336,1632271663224,6.84,6.41,1.21,576772.0
337,1632271663235,6.82,6.35,1.29,576784.0
338,1632271663247,6.79,6.33,1.28,576796.0
339,1632271663258,6.78,6.34,1.24,576807.0
340,1632271663270,6.78,6.3,1.2,576819.0
341,1632271663283,6.87,6.26,1.16,576831.0
342,1632271663295,6.93,6.27,1.12,576843.0
343,1632271663306,6.88,6.32,1.17,576855.0
344,1632271663317,6.82,6.35,1.22,576866.0
345,1632271663329,6.82,6.39,1.21,576878.0
346,1632271663341,6.81,6.47,1.17,576890.0
347,1632271663354,6.85,6.52,1.2,576902.0
348,1632271663364,6.88,6.59,1.2,576914.0
349,1632271663377,6.81,6.61,1.18,576925.0
350,1632271663389,6.76,6.61,1.17,576937.0
351,1632271663401,6.72,6.61,1.21,576949.0
352,1632271663412,6.64,6.6,1.21,576961.0
353,1632271663423,6.7,6.6,1.17,576973.0
354,1632271663435,6.75,6.58,1.16,576984.0
355,1632271663447,6.75,6.56,1.2,576996.0
356,1632271663460,6.74,6.53,1.17,577008.0
357,1632271663471,6.74,6.49,1.13,577020.0
358,1632271663483,6.74,6.47,1.12,577032.0
359,1632271663495,6.7,6.48,1.11,577043.0
360,1632271663507,6.67,6.48,1.08,577055.0
361,1632271663519,6.72,6.48,1.06,577067.0
362,1632271663530,6.72,6.48,1.08,577079.0
363,1632271663541,6.74,6.47,1.07,577091.0
364,1632271663554,6.74,6.47,1.07,577102.0
365,1632271663565,6.73,6.49,1.08,577114.0
366,1632271663577,6.75,6.48,1.06,577126.0
367,1632271663589,6.84,6.46,1.06,577138.0
368,1632271663601,6.89,6.45,1.1,577150.0
369,1632271663613,6.94,6.45,1.13,577161.0
370,1632271663625,6.91,6.44,1.15,577173.0
371,1632271663636,6.84,6.42,1.16,577185.0
372,1632271663647,6.79,6.4,1.19,577197.0
373,1632271663660,6.83,6.39,1.22,577208.0
374,1632271663671,6.86,6.37,1.28,577220.0
375,1632271663683,6.84,6.4,1.28,577232.0
376,1632271663695,6.78,6.41,1.3,577244.0
377,1632271663706,6.78,6.43,1.33,577256.0
378,1632271663718,6.73,6.45,1.31,577267.0
379,1632271663731,6.75,6.45,1.26,577279.0
380,1632271663743,6.77,6.51,1.26,577291.0
381,1632271663755,6.78,6.53,1.25,577303.0
382,1632271663765,6.74,6.52,1.2,577315.0
383,1632271663778,6.71,6.52,1.18,577326.0
384,1632271663789,6.71,6.55,1.21,577338.0
385,1632271663801,6.71,6.55,1.18,577350.0
386,1632271663813,6.71,6.52,1.18,577362.0
387,1632271663824,6.73,6.43,1.18,577374.0
388,1632271663836,6.76,6.37,1.18,577385.0
389,1632271663849,6.84,6.37,1.18,577397.0
390,1632271663860,6.91,6.4,1.17,577409.0
391,1632271663873,7.0,6.47,1.2,577421.0
392,1632271663884,7.0,6.53,1.2,577433.0
393,1632271663895,6.91,6.51,1.21,577444.0
394,1632271663907,6.91,6.51,1.22,577456.0
395,1632271663919,6.87,6.51,1.19,577468.0
396,1632271663932,6.9,6.51,1.19,577480.0
397,1632271663942,6.86,6.58,1.19,577492.0
398,1632271663955,6.81,6.6,1.2,577503.0
399,1632271663966,6.81,6.63,1.19,577515.0
400,1632271663979,6.75,6.61,1.19,577527.0
401,1632271663989,6.75,6.6,1.2,577539.0
402,1632271664001,6.72,6.62,1.2,577550.0
403,1632271664013,6.77,6.64,1.22,577562.0
404,1632271664025,6.81,6.64,1.27,577574.0
405,1632271664037,6.81,6.64,1.28,577586.0
406,1632271664048,6.83,6.55,1.28,577598.0
407,1632271664060,6.82,6.44,1.26,577609.0
408,1632271664073,6.78,6.38,1.26,577621.0
409,1632271664084,6.78,6.4,1.2,577633.0
410,1632271664096,6.84,6.37,1.22,577645.0
411,1632271664106,6.91,6.37,1.22,577657.0
412,1632271664119,6.97,6.37,1.15,577668.0
413,1632271664131,7.01,6.39,1.12,577680.0
414,1632271664143,6.97,6.45,1.12,577692.0
415,1632271664155,6.95,6.45,1.11,577704.0
416,1632271664166,6.99,6.45,1.11,577716.0
417,1632271664179,7.0,6.43,1.11,577727.0
418,1632271664191,7.0,6.4,1.11,577739.0
419,1632271664203,6.99,6.42,1.11,577751.0
420,1632271664214,6.86,6.42,1.11,577763.0
421,1632271664226,6.76,6.43,1.13,577775.0
422,1632271664238,6.69,6.39,1.12,577786.0
423,1632271664249,6.67,6.39,1.13,577798.0
424,1632271664261,6.6,6.4,1.14,577810.0
425,1632271664274,6.54,6.42,1.14,577822.0
426,1632271664284,6.54,6.43,1.14,577834.0
427,1632271664296,6.6,6.44,1.15,577845.0
428,1632271664308,6.66,6.44,1.13,577857.0
429,1632271664320,6.69,6.45,1.11,577869.0
430,1632271664332,6.69,6.47,1.11,577881.0
431,1632271664344,6.67,6.52,1.1,577892.0
432,1632271664355,6.68,6.56,1.07,577904.0
433,1632271664367,6.75,6.6,1.07,577916.0
434,1632271664379,6.84,6.62,1.1,577928.0
435,1632271664391,6.91,6.62,1.14,577940.0
436,1632271664402,6.93,6.64,1.15,577951.0
437,1632271664414,6.85,6.63,1.17,577963.0
438,1632271664426,6.9,6.62,1.2,577975.0
439,1632271664438,6.98,6.6,1.18,577987.0
440,1632271664449,6.98,6.57,1.19,577999.0
441,1632271664462,6.95,6.54,1.19,578010.0
442,1632271664473,6.98,6.51,1.19,578022.0
443,1632271664485,6.94,6.52,1.18,578034.0
444,1632271664498,6.94,6.55,1.13,578046.0
445,1632271664507,6.96,6.5,1.1,578058.0
446,1632271664520,6.97,6.47,1.07,578069.0
447,1632271664532,6.95,6.5,1.04,578081.0
448,1632271664545,6.88,6.52,1.01,578093.0
449,1632271664556,6.88,6.5,1.01,578105.0
450,1632271664568,6.89,6.54,1.01,578117.0
451,1632271664580,6.89,6.57,1.02,578128.0
452,1632271664591,6.9,6.56,1.04,578140.0
453,1632271664603,6.86,6.54,1.05,578152.0
454,1632271664615,6.83,6.54,1.05,578164.0
455,1632271664627,6.81,6.54,1.05,578176.0
456,1632271664639,6.8,6.46,1.07,578187.0
457,1632271664651,6.78,6.36,1.09,578199.0
458,1632271664662,6.8,6.31,1.06,578211.0
459,1632271664675,6.84,6.26,1.08,578223.0
460,1632271664685,6.84,6.26,1.08,578234.0
461,1632271664698,6.79,6.24,1.07,578246.0
462,1632271664709,6.76,6.24,1.11,578258.0
463,1632271664722,6.8,6.31,1.13,578270.0
464,1632271664733,6.88,6.35,1.18,578282.0
465,1632271664745,6.88,6.36,1.21,578293.0
466,1632271664757,6.88,6.4,1.24,578305.0
467,1632271664768,6.83,6.44,1.28,578317.0
468,1632271664780,6.78,6.48,1.25,578329.0
469,1632271664792,6.77,6.48,1.2,578341.0
470,1632271664804,6.83,6.46,1.18,578352.0
471,1632271664815,6.84,6.4,1.12,578364.0
472,1632271664827,6.77,6.33,1.1,578376.0
473,1632271664839,6.76,6.32,1.06,578388.0
474,1632271664850,6.74,6.38,1.03,578400.0
475,1632271664863,6.8,6.42,1.0,578411.0
476,1632271664875,6.87,6.45,0.98,578423.0
477,1632271664886,6.93,6.42,0.99,578435.0
478,1632271664899,6.92,6.33,1.01,578447.0
479,1632271664910,6.85,6.33,1.02,578459.0
480,1632271664921,6.83,6.42,1.02,578470.0
481,1632271664933,6.82,6.46,1.02,578482.0
482,1632271664945,6.78,6.53,1.04,578494.0
483,1632271664958,6.78,6.52,1.07,578506.0
484,1632271664969,6.67,6.5,1.08,578518.0
485,1632271664981,6.67,6.47,1.08,578529.0
486,1632271664992,6.67,6.45,1.05,578541.0
487,1632271665004,6.65,6.45,1.06,578553.0
488,1632271665016,6.71,6.45,1.07,578565.0
489,1632271665027,6.71,6.42,1.11,578577.0
490,1632271665040,6.78,6.42,1.06,578588.0
491,1632271665052,6.86,6.38,1.06,578600.0
492,1632271665064,6.89,6.38,1.06,578612.0
493,1632271665076,6.93,6.38,1.1,578624.0
494,1632271665086,6.92,6.34,1.12,578635.0
495,1632271665098,6.86,6.31,1.17,578647.0
496,1632271665110,6.88,6.31,1.2,578659.0
497,1632271665122,6.88,6.37,1.23,578671.0
498,1632271665135,6.93,6.4,1.23,578683.0
499,1632271665145,6.94,6.42,1.23,578694.0
500,1632271665157,6.88,6.48,1.18,578706.0
501,1632271665169,6.85,6.47,1.18,578718.0
502,1632271665181,6.81,6.46,1.18,578730.0
503,1632271665193,6.81,6.47,1.17,578742.0
504,1632271665204,6.8,6.47,1.11,578753.0
505,1632271665217,6.76,6.47,1.06,578765.0
506,1632271665229,6.78,6.46,0.99,578777.0
507,1632271665240,6.78,6.46,0.94,578789.0
508,1632271665251,6.73,6.45,0.97,578801.0
509,1632271665263,6.72,6.42,0.98,578812.0
510,1632271665275,6.76,6.42,0.97,578824.0
511,1632271665287,6.75,6.4,0.97,578836.0
512,1632271665299,6.74,6.43,0.99,578848.0
513,1632271665311,6.77,6.47,1.04,578860.0
514,1632271665322,6.78,6.5,1.08,578871.0
515,1632271665334,6.78,6.5,1.08,578883.0
516,1632271665346,6.78,6.47,1.08,578895.0
517,1632271665358,6.88,6.46,1.05,578907.0
518,1632271665370,6.91,6.47,1.01,578919.0
519,1632271665382,6.88,6.45,1.03,578930.0
520,1632271665394,6.88,6.45,1.02,578942.0
521,1632271665405,6.85,6.44,1.04,578954.0
522,1632271665417,6.8,6.44,1.01,578966.0
523,1632271665428,6.78,6.44,1.01,578978.0
524,1632271665441,6.72,6.45,1.04,578989.0
525,1632271665452,6.67,6.47,1.07,579001.0
526,1632271665464,6.61,6.52,1.09,579013.0
527,1632271665477,6.59,6.55,1.09,579025.0
528,1632271665488,6.58,6.55,1.09,579036.0
529,1632271665499,6.61,6.55,1.09,579048.0
530,1632271665511,6.64,6.53,1.09,579060.0
531,1632271665523,6.65,6.47,1.12,579072.0
532,1632271665535,6.64,6.42,1.13,579084.0
533,1632271665547,6.64,6.38,1.12,579095.0
534,1632271665559,6.69,6.34,1.1,579107.0
535,1632271665571,6.76,6.33,1.08,579119.0
536,1632271665582,6.86,6.31,1.11,579131.0
537,1632271665595,6.86,6.29,1.11,579143.0
538,1632271665606,6.83,6.29,1.11,579154.0
539,1632271665618,6.88,6.29,1.16,579166.0
540,1632271665629,6.91,6.31,1.15,579178.0
541,1632271665641,6.92,6.32,1.15,579190.0
542,1632271665652,6.89,6.34,1.17,579202.0
543,1632271665665,6.84,6.39,1.17,579213.0
544,1632271665677,6.77,6.4,1.17,579225.0
545,1632271665689,6.74,6.41,1.16,579237.0
546,1632271665700,6.74,6.41,1.14,579249.0
547,1632271665712,6.69,6.38,1.11,579261.0
548,1632271665723,6.69,6.33,1.09,579272.0
549,1632271665736,6.64,6.29,1.08,579284.0
550,1632271665748,6.58,6.28,1.08,579296.0
551,1632271665760,6.58,6.29,1.06,579308.0
552,1632271665770,6.6,6.28,1.08,579320.0
553,1632271665782,6.63,6.25,1.06,579331.0
554,1632271665794,6.69,6.23,1.08,579343.0
555,1632271665806,6.77,6.26,1.08,579355.0
556,1632271665818,6.82,6.31,1.12,579367.0
557,1632271665830,6.81,6.36,1.16,579379.0
558,1632271665842,6.82,6.39,1.18,579390.0
